Order_ID	Order_Product_ID	Order_Date	Order_Priority	Order_Quantity	Sales	Discount	Ship_Mode	Profit	Unit_Price	Shipping_Cost	Customer_Name	Province	Region	Customer_Segment	Product_Category	Product_Sub_Category	Product_Name	Product_Container	Ship_Date
3521	506	10/25/12	Low	50	204.11	0.06	Regular Air	28.71	4.28	0.94	Giulietta Baptist	Prince Edward Island	Atlantic	Home Office	Office Supplies	Pens & Art Supplies	Newell 336	Wrap Bag	2012-10-27
4007	507	6/17/10	High	18	1038.4	0.01	Regular Air	112.36	56.96	13.22	Jack Lebron	Prince Edward Island	Atlantic	Corporate	Office Supplies	Appliances	"Conquest» 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit"	Small Box	2010-06-18
4007	508	6/17/10	High	1	305.82	0.05	Regular Air	-232.24	279.48	35	Jack Lebron	Prince Edward Island	Atlantic	Corporate	Office Supplies	Storage & Organization	"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units"	Large Box	2010-06-18
4416	509	6/29/12	Low	46	7441.29	0.1	Regular Air	2665.4	165.98	19.99	Erica Bern	Prince Edward Island	Atlantic	Corporate	Office Supplies	Binders and Binder Accessories	GBC DocuBind P100 Manual Binding Machine	Small Box	2012-07-03
4454	510	2/1/09	Low	17	55.45	0.01	Regular Air	21.42	3.08	0.5	Erica Bern	Prince Edward Island	Atlantic	Corporate	Office Supplies	Labels	Avery 497	Small Box	2009-02-06
5153	511	8/25/11	Critical	37	4896.93	0.04	Express Air	1467.82	128.24	12.65	Helen Abelman	Prince Edward Island	Atlantic	Home Office	Furniture	Chairs & Chairmats	SAFCO Folding Chair Trolley	Medium Box	2011-08-27
5446	512	6/20/09	Low	42	433.68	0.07	Regular Air	44.1	10.98	4.8	Guy Armstrong	Prince Edward Island	Atlantic	Corporate	Office Supplies	Envelopes	"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9"""	Small Box	2009-06-27
8131	513	5/3/10	Critical	24	717.29	0.01	Regular Air	191.29	29.89	1.99	Helen Abelman	Prince Edward Island	Atlantic	Home Office	Technology	Computer Peripherals	"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS"	Small Pack	2010-05-03
8994	514	4/7/09	Low	36	1423.35	0.1	Regular Air	-580.32	40.48	19.99	Christopher Schild	Prince Edward Island	Atlantic	Corporate	Technology	Computer Peripherals	Keytronic Designer 104- Key Black Keyboard	Small Box	2009-04-09
9027	515	9/2/11	Low	30	932.892	0.05	Regular Air	458.98	35.99	0.99	Roy French	Prince Edward Island	Atlantic	Consumer	Technology	Telephones and Communication	Accessory31	Small Pack	2011-09-11
9216	516	4/14/11	Medium	36	5977.63	0.1	Delivery Truck	-86.68	180.98	55.24	Roy French	Prince Edward Island	Atlantic	Consumer	Office Supplies	Appliances	Avanti 4.4 Cu. Ft. Refrigerator	Jumbo Drum	2011-04-16
9537	517	2/13/11	Not Specified	6	906.02	0.1	Delivery Truck	-382.38	150.98	66.27	Jennifer Braxton	Prince Edward Island	Atlantic	Small Business	Furniture	Bookcases	Bush Mission Pointe Library	Jumbo Box	2011-02-15
9537	518	2/13/11	Not Specified	43	170.88	0.01	Regular Air	-149.09	3.81	5.44	Jennifer Braxton	Prince Edward Island	Atlantic	Small Business	Office Supplies	Binders and Binder Accessories	"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue"	Small Box	2011-02-15
9574	519	7/30/11	Medium	40	434.62	0.08	Regular Air	-68.98	11.5	7.19	Joy Smith	Prince Edward Island	Atlantic	Corporate	Office Supplies	Binders and Binder Accessories	Ibico Covers for Plastic or Wire Binding Elements	Small Box	2011-07-31
10435	520	8/10/10	Medium	38	871.25	0.06	Regular Air	-14.31	22.99	8.99	Evan Minnotte	Prince Edward Island	Atlantic	Corporate	Office Supplies	Pens & Art Supplies	Boston KS Multi-Size Manual Pencil Sharpener	Small Pack	2010-08-12
10435	521	8/10/10	Medium	46	537.87	0.05	Regular Air	-162.24	11.66	7.95	Evan Minnotte	Prince Edward Island	Atlantic	Corporate	Office Supplies	Pens & Art Supplies	"Hunt BOSTON¬ Vista¬ Battery-Operated Pencil Sharpener, Black"	Small Pack	2010-08-11
10851	522	4/6/09	High	50	608.21	0.09	Regular Air	-175.13	12.88	4.59	Jenna Caffey	Prince Edward Island	Atlantic	Consumer	Office Supplies	"Scissors, Rulers and Trimmers"	Martin-Yale Premier Letter Opener	Wrap Bag	2009-04-06
10852	523	10/26/10	High	17	285.84	0.02	Regular Air	-27.26	15.28	10.91	Harold Engle	Prince Edward Island	Atlantic	Home Office	Office Supplies	Binders and Binder Accessories	Recycled Premium Regency Composition Covers	Small Box	2010-10-28
10852	524	10/26/10	High	40	12450.48	0.01	Delivery Truck	3030.16	300.98	54.92	Harold Engle	Prince Edward Island	Atlantic	Home Office	Furniture	Bookcases	"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors"	Jumbo Box	2010-10-27
11269	525	5/26/12	Low	39	2083.0525	0.09	Express Air	354.96	65.99	5.99	Harold Engle	Prince Edward Island	Atlantic	Home Office	Technology	Telephones and Communication	i1000	Small Box	2012-05-30
11269	526	5/26/12	Low	49	233.28	0.04	Regular Air	112.35	4.91	0.5	Harold Engle	Prince Edward Island	Atlantic	Home Office	Office Supplies	Labels	Avery 493	Small Box	2012-06-02
11269	527	5/26/12	Low	1	47.01	0.09	Regular Air	-19.32	27.75	19.99	Harold Engle	Prince Edward Island	Atlantic	Home Office	Office Supplies	Storage & Organization	Fellowes Super Stor/Drawer¬	Small Box	2012-06-02
11362	528	9/10/12	Low	32	3245.73	0.09	Regular Air	569.57	110.98	13.99	Hilary Holden	Prince Edward Island	Atlantic	Corporate	Furniture	Office Furnishings	"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle"	Medium Box	2012-09-12
11362	529	9/10/12	Low	27	63.02	0.07	Regular Air	-119.66	2.18	5	Hilary Holden	Prince Edward Island	Atlantic	Corporate	Office Supplies	"Scissors, Rulers and Trimmers"	*Staples* Letter Opener	Wrap Bag	2012-09-12
11362	530	9/10/12	Low	9	6420.87	0.02	Regular Air	-690.21	699.99	24.49	Hilary Holden	Prince Edward Island	Atlantic	Corporate	Technology	Copiers and Fax	Canon PC1060 Personal Laser Copier	Large Box	2012-09-15
11362	531	9/10/12	Low	25	2407.693	0.04	Regular Air	424.14	110.99	8.99	Hilary Holden	Prince Edward Island	Atlantic	Corporate	Technology	Telephones and Communication	LX 677	Small Box	2012-09-14
11968	532	3/16/11	Low	31	109.49	0.04	Regular Air	26.09	3.38	0.85	Christopher Schild	Prince Edward Island	Atlantic	Corporate	Office Supplies	Pens & Art Supplies	Avery Hi-Liter¬ Fluorescent Desk Style Markers	Wrap Bag	2011-03-16
12293	533	6/18/11	High	31	283.17	0	Regular Air	119.64	8.74	1.39	Harold Engle	Prince Edward Island	Atlantic	Home Office	Office Supplies	Envelopes	"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"	Small Box	2011-06-19
12773	534	1/11/11	Low	6	17	0.07	Regular Air	-4.61	2.78	1.49	Greg Guthrie	Prince Edward Island	Atlantic	Corporate	Office Supplies	Binders and Binder Accessories	Acco Suede Grain Vinyl Round Ring Binder	Small Box	2011-01-13
12773	535	1/11/11	Low	15	67.41	0.04	Regular Air	-49.6	4.14	6.6	Greg Guthrie	Prince Edward Island	Atlantic	Corporate	Furniture	Office Furnishings	Eldon Image Series Black Desk Accessories	Small Box	2011-01-20
12773	536	1/11/11	Low	19	130.67	0.05	Regular Air	-77.18	6.48	7.86	Greg Guthrie	Prince Edward Island	Atlantic	Corporate	Office Supplies	Paper	Xerox 213	Small Box	2011-01-16
12773	537	1/11/11	Low	21	77.62	0.01	Regular Air	-50.88	3.28	3.97	Greg Guthrie	Prince Edward Island	Atlantic	Corporate	Office Supplies	Pens & Art Supplies	Newell 342	Wrap Bag	2011-01-16
12934	538	3/5/09	Not Specified	45	440.39	0.05	Regular Air	186.64	9.78	1.39	Guy Armstrong	Prince Edward Island	Atlantic	Corporate	Office Supplies	Envelopes	"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box"	Small Box	2009-03-06
12934	539	3/5/09	Not Specified	27	96.99	0.02	Express Air	-66.35	3.28	3.97	Guy Armstrong	Prince Edward Island	Atlantic	Corporate	Office Supplies	Pens & Art Supplies	Newell 337	Wrap Bag	2009-03-06
13120	540	12/14/09	Low	46	590.43	0.09	Regular Air	82.59	12.95	4.98	Joy Smith	Prince Edward Island	Atlantic	Consumer	Office Supplies	Binders and Binder Accessories	GBC Binding covers	Small Box	2009-12-21
13120	541	12/14/09	Low	8	216.33	0	Regular Air	-17.37	24.92	12.98	Joy Smith	Prince Edward Island	Atlantic	Consumer	Office Supplies	Binders and Binder Accessories	GBC Standard Therm-A-Bind Covers	Small Box	2009-12-14
13604	542	2/2/09	Not Specified	38	3152.75	0.04	Regular Air	1166.4	83.1	6.13	Erica Bern	Prince Edward Island	Atlantic	Corporate	Technology	Computer Peripherals	"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray"	Small Box	2009-02-04
13604	543	2/2/09	Not Specified	42	3609.88	0.07	Regular Air	-1396.22	90.98	56.2	Erica Bern	Prince Edward Island	Atlantic	Corporate	Furniture	Office Furnishings	Eldon ClusterMat Chair Mat with Cordless Antistatic Protection	Medium Box	2009-02-05
13927	544	8/26/09	Low	26	188.05	0.04	Express Air	-21.41	6.48	5.16	Dan Reichenbach	Prince Edward Island	Atlantic	Corporate	Office Supplies	Paper	Xerox 1985	Small Box	2009-09-02
15044	545	3/6/12	Low	42	1681.6	0.07	Regular Air	167.37	39.99	10.25	Erica Bern	Prince Edward Island	Atlantic	Corporate	Technology	Computer Peripherals	Zoom V.92 V.44 PCI Internal Controllerless FaxModem	Small Box	2012-03-10
15139	546	11/19/09	High	17	5203.9	0.07	Delivery Truck	636.2	300.98	64.73	Guy Armstrong	Prince Edward Island	Atlantic	Corporate	Furniture	Chairs & Chairmats	"Global Leather and Oak Executive Chair, Black"	Jumbo Drum	2009-11-21
15139	547	11/19/09	High	33	744.12	0.01	Delivery Truck	-1163.21	20.98	45	Guy Armstrong	Prince Edward Island	Atlantic	Corporate	Office Supplies	Storage & Organization	"Tennsco Lockers, Sand"	Jumbo Drum	2009-11-19
15463	548	7/24/10	Low	48	293.3	0.04	Express Air	-193.48	5.98	7.5	Evan Minnotte	Prince Edward Island	Atlantic	Corporate	Office Supplies	Paper	Xerox 1920	Small Box	2010-07-26
15618	549	8/4/10	Medium	9	50.93	0.06	Regular Air	-34.98	5.28	6.26	Joy Smith	Prince Edward Island	Atlantic	Consumer	Office Supplies	Paper	Xerox 1928	Small Box	2010-08-07
15618	550	8/4/10	Medium	44	792.8	0.08	Regular Air	26.27	18.97	9.54	Joy Smith	Prince Edward Island	Atlantic	Consumer	Office Supplies	Paper	Xerox 1939	Small Box	2010-08-06
15618	551	8/4/10	Medium	14	782.4505	0.06	Regular Air	-11.4	65.99	3.99	Joy Smith	Prince Edward Island	Atlantic	Consumer	Technology	Telephones and Communication	StarTAC 7760	Small Box	2010-08-06
16100	552	3/7/11	Medium	44	226.18	0.01	Regular Air	-115.54	4.82	5.72	Paul Gonzalez	Prince Edward Island	Atlantic	Corporate	Furniture	Office Furnishings	Magna Visual Magnetic Picture Hangers	Small Pack	2011-03-08
16320	553	10/20/11	Not Specified	17	1856.9695	0	Regular Air	176.87	125.99	8.08	Filia McAdams	Prince Edward Island	Atlantic	Small Business	Technology	Telephones and Communication	M3682	Small Box	2011-10-22
16419	554	8/4/09	Not Specified	43	241.19	0.08	Regular Air	-103.65	5.78	5.67	Joy Smith	Prince Edward Island	Atlantic	Consumer	Office Supplies	Paper	Xerox 1978	Small Box	2009-08-05
17090	555	4/28/10	Low	30	4177.52	0.04	Delivery Truck	-443.78	140.98	36.09	Greg Guthrie	Prince Edward Island	Atlantic	Corporate	Furniture	Bookcases	"Sauder Forest Hills Library, Woodland Oak Finish"	Jumbo Box	2010-04-30
17090	556	4/28/10	Low	26	3351.08	0.05	Delivery Truck	-1086.43	122.99	70.2	Greg Guthrie	Prince Edward Island	Atlantic	Corporate	Furniture	Chairs & Chairmats	"Global High-Back Leather Tilter, Burgundy"	Jumbo Drum	2010-05-03
17315	557	4/22/09	Low	29	159.11	0.07	Regular Air	64.01	5.43	0.95	Joy Smith	Prince Edward Island	Atlantic	Consumer	Office Supplies	Paper	"Wirebound Message Book, 4 per Page"	Wrap Bag	2009-04-26
17376	558	12/4/11	High	44	1127.81	0.1	Regular Air	425.08	28.48	1.99	Joy Smith	Prince Edward Island	Atlantic	Corporate	Technology	Computer Peripherals	"Memorex 4.7GB DVD+RW, 3/Pack"	Small Pack	2011-12-06
18210	559	8/6/10	Not Specified	27	9293.82	0.08	Regular Air	2437.17	363.25	19.99	Greg Guthrie	Prince Edward Island	Atlantic	Small Business	Office Supplies	Appliances	Hoover WindTunnel» Plus Canister Vacuum	Small Box	2010-08-07
18210	560	8/6/10	Not Specified	27	80.79	0	Regular Air	12.58	2.88	0.7	Greg Guthrie	Prince Edward Island	Atlantic	Small Business	Office Supplies	Pens & Art Supplies	Newell 335	Wrap Bag	2010-08-07
18273	561	9/15/11	Low	18	925.03	0.06	Regular Air	-3.68	49.99	19.99	Jack Lebron	Prince Edward Island	Atlantic	Corporate	Technology	Computer Peripherals	Zoom V.92 USB External Faxmodem	Small Box	2011-09-17
18788	562	10/2/09	Not Specified	27	566.12	0.03	Regular Air	-19.33	19.99	11.17	Joy Smith	Prince Edward Island	Atlantic	Corporate	Furniture	Office Furnishings	Telescoping Adjustable Floor Lamp	Large Box	2009-10-03
19042	563	3/1/09	Critical	8	327.61	0.07	Regular Air	54.9	40.98	7.47	Evan Minnotte	Prince Edward Island	Atlantic	Corporate	Office Supplies	Binders and Binder Accessories	"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue"	Small Box	2009-03-02
19073	564	6/24/09	Not Specified	16	178.4	0.04	Regular Air	20.08	10.64	5.16	Chuck Magee	Prince Edward Island	Atlantic	Corporate	Furniture	Office Furnishings	"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry"	Small Box	2009-06-25
19073	565	6/24/09	Not Specified	40	115.01	0.03	Express Air	5.81	2.78	1.34	Chuck Magee	Prince Edward Island	Atlantic	Corporate	Office Supplies	Pens & Art Supplies	Prang Drawing Pencil Set	Wrap Bag	2009-06-26
19365	566	1/16/11	Medium	29	181.83	0.03	Regular Air	-43.36	5.98	5.2	Filia McAdams	Prince Edward Island	Atlantic	Small Business	Office Supplies	Paper	Xerox 1992	Small Box	2011-01-17
19617	567	1/20/12	Low	38	952.47	0.03	Regular Air	270.69	23.99	6.3	Jack Lebron	Prince Edward Island	Atlantic	Corporate	Technology	Office Machines	TI 36X Solar Scientific Calculator	Medium Box	2012-01-22
19617	568	1/20/12	Low	3	171.9635	0.07	Regular Air	-296.37	65.99	8.99	Jack Lebron	Prince Edward Island	Atlantic	Corporate	Technology	Telephones and Communication	V 3600 Series	Small Box	2012-01-20
20033	569	5/21/10	Critical	5	2543.95	0.04	Regular Air	-1011.32	499.99	24.49	Jack Lebron	Prince Edward Island	Atlantic	Corporate	Technology	Copiers and Fax	Sharp AL-1530CS Digital Copier	Large Box	2010-05-23
21223	570	3/15/12	Not Specified	3	317.95	0.1	Delivery Truck	-144.43	100.98	26.22	Harold Engle	Prince Edward Island	Atlantic	Consumer	Furniture	Bookcases	Hon 4-Shelf Metal Bookcases	Jumbo Box	2012-03-16
21223	571	3/15/12	Not Specified	8	435.29	0.03	Regular Air	122.41	51.65	18.45	Harold Engle	Prince Edward Island	Atlantic	Consumer	Furniture	Office Furnishings	"Deflect-o EconoMat Nonstudded, No Bevel Mat"	Medium Box	2012-03-16
21378	572	8/7/11	Medium	34	937.04	0.08	Regular Air	391.6	28.53	1.49	Jack Lebron	Prince Edward Island	Atlantic	Corporate	Office Supplies	Binders and Binder Accessories	Lock-Up Easel 'Spel-Binder'	Small Box	2011-08-08
21378	573	8/7/11	Medium	17	1616.64	0.07	Regular Air	26.94	99.99	19.99	Jack Lebron	Prince Edward Island	Atlantic	Corporate	Technology	Computer Peripherals	U.S. Robotics 56K Internet Call Modem	Small Box	2011-08-10
21542	574	5/21/11	High	18	404.3	0.04	Regular Air	-27.34	21.38	8.99	Frank Atkinson	Prince Edward Island	Atlantic	Corporate	Office Supplies	Pens & Art Supplies	Boston 1730 StandUp Electric Pencil Sharpener	Small Pack	2011-05-22
21542	575	5/21/11	High	43	11674.968	0.05	Delivery Truck	715.18	348.21	84.84	Frank Atkinson	Prince Edward Island	Atlantic	Corporate	Furniture	Tables	Bretford CR4500 Series Slim Rectangular Table	Jumbo Box	2011-05-22
22469	576	10/11/10	High	24	1482.81	0.03	Regular Air	-678.63	60.98	49	Jack Lebron	Prince Edward Island	Atlantic	Corporate	Office Supplies	Appliances	Euro Pro Shark Stick Mini Vacuum	Large Box	2010-10-13
22469	577	10/11/10	High	23	6693.28	0.02	Regular Air	40.32	290.98	69	Jack Lebron	Prince Edward Island	Atlantic	Corporate	Furniture	Tables	Hon 5100 Series Wood Tables	Large Box	2010-10-13
22656	578	12/22/10	Not Specified	10	309.3	0.05	Express Air	-77.89	30.98	6.5	Evan Minnotte	Prince Edward Island	Atlantic	Corporate	Technology	Computer Peripherals	Belkin ErgoBoard» Keyboard	Small Box	2010-12-24
22695	579	7/3/09	Low	44	444.52	0.02	Regular Air	161.13	10.06	2.06	Joy Smith	Prince Edward Island	Atlantic	Consumer	Office Supplies	Paper	Riverleaf Stik-Withit¬ Designer Note Cubes¬	Wrap Bag	2009-07-08
23076	580	5/27/09	Critical	50	742.21	0.03	Regular Air	122.21	14.2	5.3	Dan Reichenbach	Prince Edward Island	Atlantic	Corporate	Furniture	Office Furnishings	Coloredge Poster Frame	Wrap Bag	2009-05-28
24038	581	6/20/11	High	15	896.1805	0	Express Air	82.04	65.99	5.26	Jack Lebron	Prince Edward Island	Atlantic	Corporate	Technology	Telephones and Communication	8860	Small Box	2011-06-22
24067	582	8/22/12	High	19	120.56	0.07	Regular Air	-79.35	5.98	7.5	Frank Atkinson	Prince Edward Island	Atlantic	Corporate	Office Supplies	Paper	Xerox 1920	Small Box	2012-08-23
24067	583	8/22/12	High	46	2640.6865	0.03	Express Air	751.38	65.99	5.92	Frank Atkinson	Prince Edward Island	Atlantic	Corporate	Technology	Telephones and Communication	252	Small Box	2012-08-23
24388	584	1/26/11	Critical	15	8662.34	0	Delivery Truck	-704.66	549.99	49	Erica Bern	Prince Edward Island	Atlantic	Corporate	Technology	Copiers and Fax	Sharp 1540cs Digital Laser Copier	Jumbo Drum	2011-01-27
24451	585	12/3/12	Critical	24	1689.97	0.06	Delivery Truck	-564.74	68.81	60	Jack Lebron	Prince Edward Island	Atlantic	Corporate	Office Supplies	Appliances	"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter"	Jumbo Drum	2012-12-04
24806	586	9/6/10	Not Specified	20	112.03	0.05	Regular Air	-57.99	5.18	5.74	Filia McAdams	Prince Edward Island	Atlantic	Small Business	Office Supplies	Binders and Binder Accessories	Wilson Jones Impact Binders	Small Box	2010-09-08
24965	587	3/29/11	Low	6	2528.49	0.07	Express Air	580.15	420.98	19.99	Jack Lebron	Prince Edward Island	Atlantic	Corporate	Office Supplies	Binders and Binder Accessories	GBC DocuBind 200 Manual Binding Machine	Small Box	2011-04-03
24965	588	3/29/11	Low	42	1146.11	0.09	Regular Air	330.63	29.18	8.55	Jack Lebron	Prince Edward Island	Atlantic	Corporate	Furniture	Office Furnishings	"Deflect-o SuperTray» Unbreakable Stackable Tray, Letter, Black"	Small Box	2011-03-29
25154	589	8/20/10	High	16	102.5	0.1	Regular Air	13.84	6.68	1.5	Giulietta Baptist	Prince Edward Island	Atlantic	Home Office	Office Supplies	Pens & Art Supplies	Sanford Liquid Accent Highlighters	Wrap Bag	2010-08-21
25315	590	12/2/10	Low	36	7783.36	0.07	Express Air	3506.24	225.04	11.79	Joy Smith	Prince Edward Island	Atlantic	Consumer	Office Supplies	Appliances	Holmes Harmony HEPA Air Purifier for 17 x 20 Room	Medium Box	2010-12-02
25315	591	12/2/10	Low	21	61.76	0	Regular Air	4.34	2.84	0.93	Joy Smith	Prince Edward Island	Atlantic	Consumer	Office Supplies	Pens & Art Supplies	SANFORD Liquid Accent» Tank-Style Highlighters	Wrap Bag	2010-12-02
25315	592	12/2/10	Low	36	1280.34	0	Delivery Truck	-1048.25	31.76	45.51	Joy Smith	Prince Edward Island	Atlantic	Consumer	Furniture	Tables	Hon iLevel» Computer Training Table	Jumbo Box	2010-12-04
25376	593	3/26/11	Critical	12	76.61	0.09	Regular Air	-31.83	6.28	5.29	Greg Guthrie	Prince Edward Island	Atlantic	Corporate	Furniture	Office Furnishings	"Eldon¬ 200 Class» Desk Accessories, Burgundy"	Small Box	2011-03-27
26240	594	12/19/09	Critical	38	1483.44	0.04	Regular Air	439.77	39.48	1.99	Carlos Soltero	Prince Edward Island	Atlantic	Consumer	Technology	Computer Peripherals	"80 Minute CD-R Spindle, 100/Pack - Staples"	Small Pack	2009-12-22
26240	595	12/19/09	Critical	39	145.68	0.04	Regular Air	12	3.7	1.61	Carlos Soltero	Prince Edward Island	Atlantic	Consumer	Furniture	Office Furnishings	3M Hangers With Command Adhesive	Wrap Bag	2009-12-20
26791	596	4/29/11	Low	45	500.48	0.08	Regular Air	-48.2	11.29	5.03	Harold Engle	Prince Edward Island	Atlantic	Home Office	Office Supplies	Storage & Organization	X-Rack» File for Hanging Folders	Small Box	2011-05-06
28836	597	10/24/10	High	50	8221.2935	0.06	Regular Air	2342.21	195.99	4.2	Erica Bern	Prince Edward Island	Atlantic	Corporate	Technology	Telephones and Communication	688	Small Box	2010-10-25
28836	598	10/24/10	High	7	1158.26	0.06	Regular Air	170.08	172.99	19.99	Erica Bern	Prince Edward Island	Atlantic	Corporate	Office Supplies	Binders and Binder Accessories	Ibico EB-19 Dual Function Manual Binding System	Small Box	2010-10-26
28995	599	5/12/10	High	9	298.52	0	Regular Air	73.19	30.98	5.76	Hilary Holden	Prince Edward Island	Atlantic	Corporate	Office Supplies	Paper	"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case"	Small Box	2010-05-13
28995	600	5/12/10	High	34	667.35	0.04	Regular Air	80.92	19.98	8.68	Hilary Holden	Prince Edward Island	Atlantic	Corporate	Office Supplies	Paper	Southworth 25% Cotton Premium Laser Paper and Envelopes	Small Box	2010-05-13
29121	601	4/11/10	Medium	31	3206.965	0.08	Regular Air	575.33	125.99	7.69	Jack Lebron	Prince Edward Island	Atlantic	Corporate	Technology	Telephones and Communication	Timeport L7089	Small Box	2010-04-13
29319	602	1/24/09	Low	30	6654.39	0.1	Regular Air	1151.69	238.4	24.49	Filia McAdams	Prince Edward Island	Atlantic	Small Business	Furniture	Chairs & Chairmats	Safco Contoured Stacking Chairs	Large Box	2009-01-26
29319	603	1/24/09	Low	21	4429.69	0.03	Express Air	983.55	199.99	24.49	Filia McAdams	Prince Edward Island	Atlantic	Small Business	Technology	Copiers and Fax	Canon PC-428 Personal Copier	Large Box	2009-01-26
29382	604	11/17/10	High	42	239.35	0.05	Regular Air	78.96	5.68	1.39	Greg Guthrie	Prince Edward Island	Atlantic	Small Business	Office Supplies	Envelopes	Staples Standard Envelopes	Small Box	2010-11-20
29382	605	11/17/10	High	34	684.66	0.07	Express Air	35.09	19.98	10.49	Greg Guthrie	Prince Edward Island	Atlantic	Small Business	Furniture	Office Furnishings	12-1/2 Diameter Round Wall Clock	Small Box	2010-11-19
29445	606	9/29/10	High	28	2531.35	0.09	Delivery Truck	415.55	90.97	28	Harold Engle	Prince Edward Island	Atlantic	Consumer	Technology	Office Machines	Lexmark Z55se Color Inkjet Printer	Jumbo Drum	2010-10-01
29762	607	8/3/10	Critical	15	22.45	0.03	Regular Air	0.78	1.48	0.7	Philip Brown	Prince Edward Island	Atlantic	Home Office	Office Supplies	Rubber Bands	Binder Clips by OIC	Wrap Bag	2010-08-05
30048	608	6/13/11	Medium	44	7765.13	0.06	Delivery Truck	433.63	180.98	55.24	Helen Abelman	Prince Edward Island	Atlantic	Home Office	Office Supplies	Appliances	Avanti 4.4 Cu. Ft. Refrigerator	Jumbo Drum	2011-06-15
30243	609	5/5/10	Critical	44	2435.32	0.09	Regular Air	650.56	60.22	3.5	Hilary Holden	Prince Edward Island	Atlantic	Corporate	Office Supplies	Appliances	"Fellowes Smart Surge Ten-Outlet Protector, Platinum"	Small Box	2010-05-07
30243	610	5/5/10	Critical	21	4242.76	0.07	Regular Air	340.88	199.99	24.49	Hilary Holden	Prince Edward Island	Atlantic	Corporate	Technology	Copiers and Fax	Canon PC-428 Personal Copier	Large Box	2010-05-07
30372	611	8/30/10	High	1	14.4	0.1	Regular Air	-7.39	12.22	2.85	Christopher Schild	Prince Edward Island	Atlantic	Corporate	Furniture	Office Furnishings	Aluminum Document Frame	Small Pack	2010-09-01
30499	612	10/30/12	High	16	92.06	0.1	Regular Air	5.66	5.98	2.5	Carlos Soltero	Prince Edward Island	Atlantic	Consumer	Office Supplies	Envelopes	Wausau Papers Astrobrights¬ Colored Envelopes	Small Box	2012-11-01
30499	613	10/30/12	High	33	199.62	0.01	Regular Air	42.34	5.84	1.2	Carlos Soltero	Prince Edward Island	Atlantic	Consumer	Office Supplies	Pens & Art Supplies	Newell 312	Wrap Bag	2012-11-01
32199	614	7/15/09	High	40	196.5	0.08	Regular Air	-99.76	4.91	4.97	Erica Bern	Prince Edward Island	Atlantic	Corporate	Office Supplies	Binders and Binder Accessories	"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue"	Small Box	2009-07-16
32199	615	7/15/09	High	1	3672.89	0.01	Regular Air	-3061.82	3499.99	24.49	Erica Bern	Prince Edward Island	Atlantic	Corporate	Technology	Copiers and Fax	Canon imageCLASS 2200 Advanced Copier	Large Box	2009-07-16
32199	616	7/15/09	High	8	46.97	0.03	Regular Air	-0.01	5.84	1.2	Erica Bern	Prince Edward Island	Atlantic	Corporate	Office Supplies	Pens & Art Supplies	Newell 312	Wrap Bag	2009-07-17
32327	617	8/7/12	Low	45	20333.816	0.02	Delivery Truck	-1430.45	550.98	147.12	Erica Bern	Prince Edward Island	Atlantic	Small Business	Furniture	Tables	"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables"	Jumbo Box	2012-08-14
32676	618	2/1/09	Critical	37	1697.44	0.06	Regular Air	523.43	45.19	1.99	Joy Smith	Prince Edward Island	Atlantic	Corporate	Technology	Computer Peripherals	"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus"	Small Pack	2009-02-04
32835	619	7/7/12	Medium	15	572.4325	0.05	Regular Air	-19.44	45.99	4.99	Joy Smith	Prince Edward Island	Atlantic	Corporate	Technology	Telephones and Communication	KF 788	Small Box	2012-07-09
32869	620	3/27/09	Medium	41	322.03	0.06	Regular Air	-82.83	8.12	2.83	Christopher Schild	Prince Edward Island	Atlantic	Corporate	Technology	Computer Peripherals	"Imation Neon Mac Format Diskettes, 10/Pack"	Small Pack	2009-03-28
32869	621	3/27/09	Medium	49	2470.84	0.05	Regular Air	25.04	51.65	18.45	Christopher Schild	Prince Edward Island	Atlantic	Corporate	Furniture	Office Furnishings	"Deflect-o EconoMat Nonstudded, No Bevel Mat"	Medium Box	2009-03-28
32869	622	3/27/09	Medium	2	15.26	0.01	Regular Air	-7.51	6.68	1.5	Christopher Schild	Prince Edward Island	Atlantic	Corporate	Office Supplies	Pens & Art Supplies	Sanford Liquid Accent Highlighters	Wrap Bag	2009-03-28
